Nome Atleta,Categoria,Squadra,1 giri Crono atleti contrapposti_CAMPIONATO ITALIANO PISTA  A/J/S,500 m Sprint_CAMPIONATO ITALIANO PISTA  A/J/S,5000 m punti_CAMPIONATO ITALIANO PISTA  A/J/S,10000 m Eliminazione_CAMPIONATO ITALIANO PISTA  A/J/S,3000 m Americana_CAMPIONATO ITALIANO PISTA  A/J/S,1000 m Sprint_CAMPIONATO ITALIANO PISTA  A/J/S,1 giri Crono atleti contrapposti_Campionato italiano su pista cat.R - Trofeo Skate,"1,5 giri Sprint_Campionato italiano su pista cat.R - Trofeo Skate",3000 m punti_Campionato italiano su pista cat.R - Trofeo Skate,5000 m Eliminazione_Campionato italiano su pista cat.R - Trofeo Skate,9 g Americana_Campionato italiano su pista cat.R - Trofeo Skate,2000 m punti_Campionato italiano su pista cat.R - Trofeo Skate,3000 m Eliminazione_Campionato italiano su pista cat.R - Trofeo Skate,Destrezza 2_Giochi Nazionali per Societa' - B.Tiezzi,2 giri Sprint (GE)_Giochi Nazionali per Societa' - B.Tiezzi,Destrezza 1_Giochi Nazionali per Societa' - B.Tiezzi,8 giri In linea_Giochi Nazionali per Societa' - B.Tiezzi,5 giri In linea_Giochi Nazionali per Societa' - B.Tiezzi,42195 m In linea_CAMPIONATO ITALIANO MARATONA J/S/M - CAMPIONATO IT,21.000 m In linea_CAMPIONATO ITALIANO MARATONA J/S/M - CAMPIONATO IT,100 m Sprint in corsia_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,1 giri Sprint_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,10000 m punti_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,15000 m Eliminazione_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,Team sprint_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,5000 m punti_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,10000 m Eliminazione_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,80 m Sprint in corsia_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,300 m Sprint_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,3000 m punti_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,5000 m Eliminazione_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,Team sprint_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,200 m Sprint_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,2000 m punti_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,3000 m Eliminazione_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,1 giri Crono atleti contrapposti_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,"1,5 giri Sprint_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE",3000 m punti_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,9 g Americana_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,2000 m punti_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,1 giri Crono atleti contr._CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,1000 m Sprint_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,5000 m punti_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,3000 m Americana_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,3000 m punti_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S
FAGAN ESTER,ALLIEVI F,SKATING C.ROVIGO (RO),,,,,,,,,,,,,,,,,,,,,"{'classifica': '50', 'pettorina': '270', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '12.191', 'punti': ''}","{'classifica': '59', 'pettorina': '270', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '41.447', 'punti': ''}",,,,,"{'classifica': '92', 'pettorina': '270', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,
PILONE VALERIA,ALLIEVI F,C.S. CAMPOBASSO (CB),,,,,,,,,,,,,,,,,,,,,"{'classifica': '54', 'pettorina': '698', 'squadra': 'C.S. CAMPOBASSO (CB)', 'tempo': '12.324', 'punti': ''}","{'classifica': '110', 'pettorina': '698', 'squadra': 'C.S. CAMPOBASSO (CB)', 'tempo': '45.010', 'punti': ''}",,,,"{'classifica': '', 'pettorina': '698', 'squadra': 'C.S. CAMPOBASSO (CB)', 'tempo': '', 'punti': 'NP'}",,,,,,,,,,,,,,,"{'classifica': '40', 'pettorina': '698', 'squadra': 'C.S. CAMPOBASSO (CB)', 'tempo': '20.258', 'punti': ''}",,,,"{'classifica': '61', 'pettorina': '698', 'squadra': 'C.S. CAMPOBASSO (CB)', 'tempo': '', 'punti': ''}"
CANDI SOFIA,ALLIEVI F,LUNA SPORTS ACADEMY (AN),,,,,,,,,,,,,,,,,,,,,,"{'classifica': '94', 'pettorina': '252', 'squadra': 'LUNA SPORTS ACADEMY (AN)', 'tempo': '43.538', 'punti': ''}",,,,"{'classifica': '52', 'pettorina': '252', 'squadra': 'LUNA SPORTS ACADEMY (AN)', 'tempo': '', 'punti': ''}","{'classifica': '102', 'pettorina': '252', 'squadra': 'LUNA SPORTS ACADEMY (AN)', 'tempo': '', 'punti': 'rit.'}",,,,,,,,,,,,,,,"{'classifica': '74', 'pettorina': '252', 'squadra': 'LUNA SPORTS ACADEMY (AN)', 'tempo': '01.57.748', 'punti': ''}",,,"{'classifica': '37', 'pettorina': '252', 'squadra': 'LUNA SPORTS ACADEMY (AN)', 'tempo': '', 'punti': ''}"
CHERUBINI MATILDECHIUMIENTO SOFIA PAOLA,ALLIEVI F,S.S.D.S.MENS SANA (SI),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '1', 'pettorina': '1032', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '37.519', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
NEGRI ASIARAGA MAINA,ALLIEVI F,A.S.D.SPORT INSIDE (SP),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '2', 'pettorina': '1005', 'squadra': 'A.S.D.SPORT INSIDE (SP)', 'tempo': '37.773', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
GATTI SARAMARELLI GIULIA,ALLIEVI F,A.S.D.BRIANZA INLINE (CO),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '3', 'pettorina': '1010', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '37.952', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
DEIMANI LUDOVICA CLELIAFIORATO AGNESEOSENDA REBECCA,ALLIEVI F,SAVONA IN LINE (SV),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '4', 'pettorina': '1039', 'squadra': 'SAVONA IN LINE (SV)', 'tempo': '38.364', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
BAESSE ILARIADENGO KRISTAL,ALLIEVI F,SKATING C.PERTICHESE (PD),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '5', 'pettorina': '1024', 'squadra': 'SKATING C.PERTICHESE (PD)', 'tempo': '38.808', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
DE GRADO MARTINAPITTATORE ALESSIA,ALLIEVI F,R.S.VADO LIGURE ASD (SV),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '6', 'pettorina': '1018', 'squadra': 'R.S.VADO LIGURE ASD (SV)', 'tempo': '38.939', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
MARCHIOTTO VITTORIATROV? EMMATROV? EMMA,ALLIEVI F,ALTE CECCATO CLUB (VI),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '7', 'pettorina': '1034', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '39.000', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
DOMINONI AGNESEPASSERO SARA,ALLIEVI F,POL. BELLUSCO (MB),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '8', 'pettorina': '1043', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '39.017', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
FRANCOLINI ALESSIALONGARETTI NAIA,ALLIEVI F,G.P.MOBILI CANTU' (CO),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '9', 'pettorina': '1040', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '39.091', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
AIELLO AURORAZANELLA CECILIA,ALLIEVI F,CARDANO SKATING (VA),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '10', 'pettorina': '1028', 'squadra': 'CARDANO SKATING (VA)', 'tempo': '39.241', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
BAILO ASIAGUALTIERI CORAPILONI ANGELICA,ALLIEVI F,A.S.DIL.PADERNESE (LC),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '11', 'pettorina': '1038', 'squadra': 'A.S.DIL.PADERNESE (LC)', 'tempo': '39.267', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
BALLONE CARLOTTADE ROSA MARTINA,ALLIEVI F,VITTORIA TORINO (TO),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '12', 'pettorina': '1050', 'squadra': 'VITTORIA TORINO (TO)', 'tempo': '39.290', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
CAMPITELLI GIORGIAFOSSEMO' SALVEMME GIORGIA,ALLIEVI F,ROLLING BOSICA (TE),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '13', 'pettorina': '1047', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '39.345', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
BISCUOLA MARTAMONTEMURRO MARIASOLE,ALLIEVI F,PATT.SPINEA (VE),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '15', 'pettorina': '1045', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '39.553', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
DE AMICIS SOFIAFOLLI ELISA,ALLIEVI F,DEBBY ROLLER TEAM (RM),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '16', 'pettorina': '1014', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '39.609', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
IEZZI ANGELICAVISINI CATIA SILVIA,ALLIEVI F,ASD PESCARA ROLLER TEAM (PE),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '17', 'pettorina': '1033', 'squadra': 'ASD PESCARA ROLLER TEAM (PE)', 'tempo': '39.739', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
MORETTI ALESSANDRAREBELLATO ESTERVIVIAN VALERIA,ALLIEVI F,NEW R.PORCIA ASD (PN),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '18', 'pettorina': '1001', 'squadra': 'NEW R.PORCIA ASD (PN)', 'tempo': '39.808', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
PORCIANI GIULIASCOTTO SARA,ALLIEVI F,PATT.PIOMBINESI (LI),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '19', 'pettorina': '1042', 'squadra': 'PATT.PIOMBINESI (LI)', 'tempo': '39.924', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
BULLO ALICEFANTIN GIOIA,ALLIEVI F,ADHP GRUPPO COSMO (VE),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '20', 'pettorina': '1017', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '40.006', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
CRIVELLARI MATILDEDANIELI MATILDE,ALLIEVI F,ADHP GRUPPO COSMO (VE),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '21', 'pettorina': '1016', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '40.140', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
CORRADINI LEACORRADINI NINA,ALLIEVI F,POL. BELLUSCO (MB),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '22', 'pettorina': '1044', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '40.164', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
CICCHINE' ARIANNALAZZARINI ARIANNAPAVEL SOFIA,ALLIEVI F,REDBLACK R.TEAM (CR),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '23', 'pettorina': '1037', 'squadra': 'REDBLACK R.TEAM (CR)', 'tempo': '40.202', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
FRISOLI ALESSIASDRUBOLINI SARA,ALLIEVI F,A.P.D.JUVENILIA (MC),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '24', 'pettorina': '1023', 'squadra': 'A.P.D.JUVENILIA (MC)', 'tempo': '40.223', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
CASASOLE EMMAMATTII GIULIA,ALLIEVI F,S.S.D.S.MENS SANA (SI),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '25', 'pettorina': '1031', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '40.465', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
PIGATO ASIAPONZETTO ELENA,ALLIEVI F,SKATING C.ROVIGO (RO),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '26', 'pettorina': '1019', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '40.479', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
FALCIONI VIOLATOGNINI GIULIA,ALLIEVI F,LUNA SPORTS ACADEMY (AN),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '27', 'pettorina': '1008', 'squadra': 'LUNA SPORTS ACADEMY (AN)', 'tempo': '40.509', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
ALBERTI FRANCESCAGUEVARA SANCHEZ RACHELE IRIS,ALLIEVI F,ELMAS IN LINE (CA),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '28', 'pettorina': '1026', 'squadra': 'ELMAS IN LINE (CA)', 'tempo': '40.512', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
ALBERA ANNATORASSA ELENA,ALLIEVI F,ALTE CECCATO CLUB (VI),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '29', 'pettorina': '1035', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '40.764', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
DISPOTO KARENMANTOVANI PENELOPE,ALLIEVI F,A.H.P. PADOVA ASD (PD),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '30', 'pettorina': '1029', 'squadra': 'A.H.P. PADOVA ASD (PD)', 'tempo': '40.777', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
DOBREVA ISABEL SABAHETAFAGAN ESTER,ALLIEVI F,SKATING C.ROVIGO (RO),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '31', 'pettorina': '1020', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '40.907', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
ARESU ALICECAMPUS ELEONORA,ALLIEVI F,ELMAS IN LINE (CA),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '32', 'pettorina': '1027', 'squadra': 'ELMAS IN LINE (CA)', 'tempo': '40.929', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
CASARIN ISABELLAMARTINATO ALESSIA,ALLIEVI F,AZZURRA PATT. (PD),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '33', 'pettorina': '1009', 'squadra': 'AZZURRA PATT. (PD)', 'tempo': '40.952', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
GIANNETTA ANNA CAROLANAFTI MIRIAMSECONDI MARLENE,ALLIEVI F,GS SCALTENIGO VE (VE),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '34', 'pettorina': '1011', 'squadra': 'GS SCALTENIGO VE (VE)', 'tempo': '41.025', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
CONSORTI SARAORONZO NAIKE,ALLIEVI F,ROLLING BOSICA (TE),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '35', 'pettorina': '1049', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '41.056', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
BIANCHI CHANELORTUSO GAIA,ALLIEVI F,G.P.MOBILI CANTU' (CO),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '36', 'pettorina': '1041', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '41.231', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
GALEANO BEATRICESANZARO SARA,ALLIEVI F,ASD CITTA' DI PRIOLO (SR),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '37', 'pettorina': '1025', 'squadra': ""ASD CITTA' DI PRIOLO (SR)"", 'tempo': '41.237', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
ARDUINI DEAFELICIONI ALESSIA,ALLIEVI F,ROLLING BOSICA (TE),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '38', 'pettorina': '1048', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '41.414', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
MICHELI SOFIAPERENCIN GIULIA,ALLIEVI F,A.H.P. PADOVA ASD (PD),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '39', 'pettorina': '1030', 'squadra': 'A.H.P. PADOVA ASD (PD)', 'tempo': '41.462', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
CRESPI ALESSIANAPOLITANO MATILDE,ALLIEVI F,ROTELL.ROSEDA MERATE (LC),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '40', 'pettorina': '1021', 'squadra': 'ROTELL.ROSEDA MERATE (LC)', 'tempo': '41.773', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
FILIPPI FRANCESCAMAZZARA ELISA,ALLIEVI F,POL. CALUSCHESE (BG),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '41', 'pettorina': '1007', 'squadra': 'POL. CALUSCHESE (BG)', 'tempo': '42.015', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
GOMEZ BOHORQUEZ ANGELA MANUELAMAZZA MARTINA,ALLIEVI F,VITTORIA TORINO (TO),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '42', 'pettorina': '1051', 'squadra': 'VITTORIA TORINO (TO)', 'tempo': '42.016', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
POETA MARTINASPREGA OLIVIA,ALLIEVI F,FORTITUDO FABRIANO (AN),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '43', 'pettorina': '1013', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '42.073', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
BRUSAMOLINO ALESSIACODIBUE ELEONORA CIANTIRA,ALLIEVI F,SKATING C.CASSANO D. (MI),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '44', 'pettorina': '1002', 'squadra': 'SKATING C.CASSANO D. (MI)', 'tempo': '42.520', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
BIAGIONI GIORGIACONCA CECILIACOSTA MARIA SOLE,ALLIEVI F,ROTELL.ROSEDA MERATE (LC),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '45', 'pettorina': '1022', 'squadra': 'ROTELL.ROSEDA MERATE (LC)', 'tempo': '42.532', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
AVERNA ALESSIAGRIPPA LUDOVICA SARA,ALLIEVI F,VITTORIA TORINO (TO),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '46', 'pettorina': '1052', 'squadra': 'VITTORIA TORINO (TO)', 'tempo': '42.948', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
CASTALDINI CHIARASALZARULO MICHELA,ALLIEVI F,PIACENZA ROLLER TEAM ASD (PC),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '47', 'pettorina': '1046', 'squadra': 'PIACENZA ROLLER TEAM ASD (PC)', 'tempo': '42.991', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
CAMBRIANI ALESSANDRAFALISTOCCO MARIKA,ALLIEVI F,ROT .SETTEMPEDA (MC),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '48', 'pettorina': '1176', 'squadra': 'ROT .SETTEMPEDA (MC)', 'tempo': '43.085', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
TOFFOLO FLAVIAZANELLA VIRGINIA SARA,ALLIEVI F,S.CLUB COMINA (PN),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '49', 'pettorina': '1006', 'squadra': 'S.CLUB COMINA (PN)', 'tempo': '43.106', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
BOCCHINI ELEONORAMICHETTONI GIULIA,ALLIEVI F,DEBBY ROLLER TEAM (RM),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '50', 'pettorina': '1015', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '43.150', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
D'ANDRETTA MATILDESCURATI ANNA CHIARA,ALLIEVI F,A.S.D. ITK SKATING CINISELLO BALSAMO (MI),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '51', 'pettorina': '1004', 'squadra': 'A.S.D. ITK SKATING CINISELLO BALSAMO (MI)', 'tempo': '43.239', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
ALBANESI MICHELAASCANI MARIAGRAZIAPAOLANTONI GIULIA,ALLIEVI F,A.S.D. RIETI IN LINE (RI),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '52', 'pettorina': '1036', 'squadra': 'A.S.D. RIETI IN LINE (RI)', 'tempo': '43.996', 'punti': ''}",,,,,,,,,,,,,,,,,,,,
LUCCA ELEONORAMAZZEGO MELITA,ALLIEVI F,LA VANGADINA MENA' (VR),,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '53', 'pettorina': '1053', 'squadra': ""LA VANGADINA MENA' (VR)"", 'tempo': '', 'punti': 'elim'}",,,,,,,,,,,,,,,,,,,,
GRECO CHRISTIAN,ALLIEVI M,POL.VA ACIS (AG),,,,,,,,,,,,,,,,,,,,,"{'classifica': '18', 'pettorina': '53', 'squadra': 'POL.VA ACIS (AG)', 'tempo': '11.017', 'punti': ''}","{'classifica': '58', 'pettorina': '53', 'squadra': 'POL.VA ACIS (AG)', 'tempo': '39.179', 'punti': ''}",,,,,,,,,,,,,,,,,,,"{'classifica': '26', 'pettorina': '53', 'squadra': 'POL.VA ACIS (AG)', 'tempo': '18.907', 'punti': ''}","{'classifica': '52', 'pettorina': '53', 'squadra': 'POL.VA ACIS (AG)', 'tempo': '01.46.323', 'punti': ''}",,,
MARGIOTTA ANDREA,ALLIEVI M,HOCKEY EMPOLI (FI),,,,,,,,,,,,,,,,,,,,,"{'classifica': '20', 'pettorina': '108', 'squadra': 'HOCKEY EMPOLI (FI)', 'tempo': '11.149', 'punti': ''}","{'classifica': '52', 'pettorina': '108', 'squadra': 'HOCKEY EMPOLI (FI)', 'tempo': '38.857', 'punti': ''}",,,,"{'classifica': '39', 'pettorina': '108', 'squadra': 'HOCKEY EMPOLI (FI)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,"{'classifica': '25', 'pettorina': '108', 'squadra': 'HOCKEY EMPOLI (FI)', 'tempo': '18.847', 'punti': ''}",,,,"{'classifica': '43', 'pettorina': '108', 'squadra': 'HOCKEY EMPOLI (FI)', 'tempo': '', 'punti': ''}"
ZACCANTI NICCOLO',ALLIEVI M,BONONIA S.S.D. A.R.L. (BO),,,,,,,,,,,,,,,,,,,,,"{'classifica': '25', 'pettorina': '34', 'squadra': 'BONONIA S.S.D. A.R.L. (BO)', 'tempo': '11.582', 'punti': ''}",,,,,,,,,,,,,,,,,,,,"{'classifica': '32', 'pettorina': '34', 'squadra': 'BONONIA S.S.D. A.R.L. (BO)', 'tempo': '19.559', 'punti': ''}","{'classifica': '69', 'pettorina': '34', 'squadra': 'BONONIA S.S.D. A.R.L. (BO)', 'tempo': '01.55.299', 'punti': ''}",,,
FRIG? LORENZO,ALLIEVI M,REDBLACK R.TEAM (CR),,,,,,,,,,,,,,,,,,,,,,"{'classifica': '21', 'pettorina': '47', 'squadra': 'REDBLACK R.TEAM (CR)', 'tempo': '37.176', 'punti': ''}",,,,"{'classifica': '29', 'pettorina': '47', 'squadra': 'REDBLACK R.TEAM (CR)', 'tempo': '', 'punti': ''}","{'classifica': '32', 'pettorina': '47', 'squadra': 'REDBLACK R.TEAM (CR)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,
